id,item_id,prod,date,customer_id,ord_typ,status,qty,price,sales
68ea159c-9d15-42af-8f23-cf8e4f0a427c,2,prod_5,10-10-2022,cust_14,app,complete,2,6.42,12.84
68ea159c-9d15-42af-8f23-cf8e4f0a427c,3,prod_1,10-10-2022,cust_14,app,complete,2,6.74,13.48
68ea159c-9d15-42af-8f23-cf8e4f0a427c,4,prod_6,10-10-2022,cust_14,app,complete,5,9.4,47
8975962a-7a0c-4fcd-b6ea-918dc79b5f14,1,prod_2,09-01-2024,cust_7,website,complete,1,1.05,1.05
8975962a-7a0c-4fcd-b6ea-918dc79b5f14,2,prod_9,09-01-2024,cust_7,website,complete,3,4.76,14.28
148976b6-dcc4-4b37-9c34-90ae05fb83f8,1,prod_8,13-09-2023,cust_14,website,complete,3,3.52,10.56
540b5772-aa29-4772-bbde-c952891fb889,1,prod_10,30-09-2022,cust_5,website,complete,1,8.95,8.95
540b5772-aa29-4772-bbde-c952891fb889,2,prod_6,30-09-2022,cust_5,website,complete,5,4.08,20.4
540b5772-aa29-4772-bbde-c952891fb889,3,prod_1,30-09-2022,cust_5,website,complete,3,5.46,16.38
175dbb3d-7f0b-42e8-b5ae-5168f2f94306,1,prod_7,04-12-2023,cust_2,app,complete,5,3.4,17
175dbb3d-7f0b-42e8-b5ae-5168f2f94306,2,prod_2,04-12-2023,cust_2,app,complete,1,9.06,9.06
175dbb3d-7f0b-42e8-b5ae-5168f2f94306,3,prod_3,04-12-2023,cust_2,app,complete,3,3,9
175dbb3d-7f0b-42e8-b5ae-5168f2f94306,4,prod_9,04-12-2023,cust_2,app,complete,5,8.63,43.15
175dbb3d-7f0b-42e8-b5ae-5168f2f94306,5,prod_3,04-12-2023,cust_2,app,complete,1,9.17,9.17
49c6ca26-8a7a-483d-81cd-675ea1125971,1,prod_3,18-08-2022,cust_9,app,complete,2,8.61,17.22
81a8bbef-3e76-4a4e-a1cc-c15f3d88c52b,1,prod_8,04-09-2024,cust_5,app,pending,4,1.56,6.24
81a8bbef-3e76-4a4e-a1cc-c15f3d88c52b,2,prod_1,04-09-2024,cust_5,app,pending,2,1.5,3
81a8bbef-3e76-4a4e-a1cc-c15f3d88c52b,3,prod_3,04-09-2024,cust_5,app,pending,3,6.21,18.63
0422efc7-e5c8-4914-b77c-681b08251fc0,1,prod_7,08-07-2024,cust_11,app,complete,1,3.28,3.28
0422efc7-e5c8-4914-b77c-681b08251fc0,2,prod_3,08-07-2024,cust_11,app,complete,2,7.04,14.08
0422efc7-e5c8-4914-b77c-681b08251fc0,3,prod_10,08-07-2024,cust_11,app,complete,1,3.61,3.61
0422efc7-e5c8-4914-b77c-681b08251fc0,4,prod_8,08-07-2024,cust_11,app,complete,1,9.94,9.94
0422efc7-e5c8-4914-b77c-681b08251fc0,5,prod_8,08-07-2024,cust_11,app,complete,2,4.31,8.62
0e5cfdbb-0d0c-4630-bb76-07f9f46b1183,1,prod_2,22-11-2023,cust_10,app,complete,4,7.71,30.84
0e5cfdbb-0d0c-4630-bb76-07f9f46b1183,2,prod_3,22-11-2023,cust_10,app,complete,1,9.15,9.15
0e5cfdbb-0d0c-4630-bb76-07f9f46b1183,3,prod_10,22-11-2023,cust_10,app,complete,3,2.23,6.69
0e5cfdbb-0d0c-4630-bb76-07f9f46b1183,4,prod_3,22-11-2023,cust_10,app,complete,1,7.31,7.31
e8e3d267-3ea2-421a-9314-5a5e3337e895,1,prod_2,01-06-2022,cust_5,website,complete,5,4.5,22.5
e8e3d267-3ea2-421a-9314-5a5e3337e895,2,prod_3,01-06-2022,cust_5,website,complete,5,8.56,42.8
e8e3d267-3ea2-421a-9314-5a5e3337e895,3,prod_2,01-06-2022,cust_5,website,complete,1,4.74,4.74
f9b0c4b1-5837-4b80-acd3-c974a2d172f3,1,prod_6,01-06-2023,cust_8,website,complete,3,7.48,22.44
f9b0c4b1-5837-4b80-acd3-c974a2d172f3,2,prod_9,01-06-2023,cust_8,website,complete,1,7.18,7.18
4b11a251-4916-478a-bd8a-3558c162f2fc,1,prod_9,21-10-2022,cust_4,app,complete,4,6.43,25.72
1cded058-68a5-4abf-8b57-ace8177946ab,1,prod_9,27-04-2023,cust_2,app,complete,2,2.58,5.16
1cded058-68a5-4abf-8b57-ace8177946ab,2,prod_1,27-04-2023,cust_2,app,complete,2,8.86,17.72
975ee304-6188-4b35-8095-1a0f819e0ff0,1,prod_3,03-12-2023,cust_2,app,complete,5,6.44,32.2
975ee304-6188-4b35-8095-1a0f819e0ff0,2,prod_9,03-12-2023,cust_2,app,complete,5,4.28,21.4
fee361ac-1386-4bda-8d40-913148e3197d,1,prod_2,19-01-2022,cust_7,website,complete,4,5.15,20.6
fee361ac-1386-4bda-8d40-913148e3197d,2,prod_4,19-01-2022,cust_7,website,complete,2,1.18,2.36
fee361ac-1386-4bda-8d40-913148e3197d,3,prod_3,19-01-2022,cust_7,website,complete,2,5.07,10.14
fee361ac-1386-4bda-8d40-913148e3197d,4,prod_7,19-01-2022,cust_7,website,complete,1,8.46,8.46
44579aaa-b112-4464-a7c4-c9683cf25797,1,prod_4,20-04-2024,cust_12,website,complete,2,9.51,19.02
44579aaa-b112-4464-a7c4-c9683cf25797,2,prod_9,20-04-2024,cust_12,website,complete,1,1.77,1.77
44579aaa-b112-4464-a7c4-c9683cf25797,3,prod_3,20-04-2024,cust_12,website,complete,5,6.86,34.3
44579aaa-b112-4464-a7c4-c9683cf25797,4,prod_3,20-04-2024,cust_12,website,complete,2,4.29,8.58
44579aaa-b112-4464-a7c4-c9683cf25797,5,prod_5,20-04-2024,cust_12,website,complete,4,4.28,17.12
6a41e18c-9786-4202-8d87-f3effd68a17a,1,prod_2,06-08-2022,cust_2,website,complete,5,6.82,34.1
6a41e18c-9786-4202-8d87-f3effd68a17a,2,prod_8,06-08-2022,cust_2,website,complete,2,1.34,2.68
6a41e18c-9786-4202-8d87-f3effd68a17a,3,prod_3,06-08-2022,cust_2,website,complete,1,6.37,6.37
6a41e18c-9786-4202-8d87-f3effd68a17a,4,prod_2,06-08-2022,cust_2,website,complete,3,7.62,22.86
e4d5b7b9-86fd-4831-9b5c-6e01c1c75b61,1,prod_7,06-08-2022,cust_1,app,complete,5,5.77,28.85
e4d5b7b9-86fd-4831-9b5c-6e01c1c75b61,2,prod_1,06-08-2022,cust_1,app,complete,2,6.42,12.84
9f890f39-8df1-4f90-90a3-17d8c299449c,1,prod_8,25-04-2024,cust_13,app,process,2,4.23,8.46
9f890f39-8df1-4f90-90a3-17d8c299449c,2,prod_3,25-04-2024,cust_13,app,process,2,1.08,2.16
70e76f68-4266-4a40-bc4a-2c76531d931c,1,prod_8,16-03-2023,cust_4,app,complete,4,3.5,14
70e76f68-4266-4a40-bc4a-2c76531d931c,2,prod_6,16-03-2023,cust_4,app,complete,5,3.49,17.45
70e76f68-4266-4a40-bc4a-2c76531d931c,3,prod_5,16-03-2023,cust_4,app,complete,3,3.31,9.93
70e76f68-4266-4a40-bc4a-2c76531d931c,4,prod_9,16-03-2023,cust_4,app,complete,3,4.81,14.43
70621240-7a8b-40e6-8c3a-976cdf638329,1,prod_1,31-03-2024,cust_11,app,process,2,3.69,7.38
70621240-7a8b-40e6-8c3a-976cdf638329,2,prod_2,31-03-2024,cust_11,app,process,3,3.59,10.77
70621240-7a8b-40e6-8c3a-976cdf638329,3,prod_7,31-03-2024,cust_11,app,process,4,7.31,29.24
70621240-7a8b-40e6-8c3a-976cdf638329,4,prod_1,31-03-2024,cust_11,app,process,4,9.91,39.64
225f7db1-f4a4-4327-8853-56654c2b0965,1,prod_6,10-10-2023,cust_13,app,complete,4,7.62,30.48
59b13606-43c2-403d-bf47-30d9c085fdf5,1,prod_6,17-05-2024,cust_2,app,process,1,8.05,8.05
59b13606-43c2-403d-bf47-30d9c085fdf5,2,prod_5,17-05-2024,cust_2,app,process,1,1.12,1.12
f75830db-ba10-4f39-af66-733b4f30290d,1,prod_10,08-07-2022,cust_14,website,complete,1,2.57,2.57
f75830db-ba10-4f39-af66-733b4f30290d,2,prod_1,08-07-2022,cust_14,website,complete,1,5.38,5.38
8dc42d86-272f-4198-aff2-f72a96ff62e4,1,prod_7,14-11-2024,cust_14,website,process,2,6.49,12.98
34bb73af-c339-4b7f-9f4d-e3c9a1e4609d,1,prod_4,14-08-2022,cust_5,website,complete,3,2.8,8.4
34bb73af-c339-4b7f-9f4d-e3c9a1e4609d,2,prod_7,14-08-2022,cust_5,website,complete,3,6.1,18.3
34bb73af-c339-4b7f-9f4d-e3c9a1e4609d,3,prod_9,14-08-2022,cust_5,website,complete,2,3.63,7.26
34bb73af-c339-4b7f-9f4d-e3c9a1e4609d,4,prod_1,14-08-2022,cust_5,website,complete,3,1.6,4.8
6523477d-9ca0-4792-bce3-c016679e9f6d,1,prod_1,18-12-2024,cust_13,app,pending,3,1.68,5.04
6523477d-9ca0-4792-bce3-c016679e9f6d,2,prod_6,18-12-2024,cust_13,app,pending,4,6.76,27.04
6523477d-9ca0-4792-bce3-c016679e9f6d,3,prod_6,18-12-2024,cust_13,app,pending,2,5.25,10.5
6523477d-9ca0-4792-bce3-c016679e9f6d,4,prod_9,18-12-2024,cust_13,app,pending,4,1.84,7.36
85ddace7-e4fb-471e-b72c-bd7e438e77df,1,prod_8,19-07-2024,cust_6,app,pending,2,7.1,14.2
85ddace7-e4fb-471e-b72c-bd7e438e77df,2,prod_9,19-07-2024,cust_6,app,pending,2,8.48,16.96
85ddace7-e4fb-471e-b72c-bd7e438e77df,3,prod_8,19-07-2024,cust_6,app,pending,3,7.59,22.77
85ddace7-e4fb-471e-b72c-bd7e438e77df,4,prod_1,19-07-2024,cust_6,app,pending,3,3.69,11.07
85ddace7-e4fb-471e-b72c-bd7e438e77df,5,prod_4,19-07-2024,cust_6,app,pending,5,4.29,21.45
4922b8df-3e32-4922-9745-13a737ccecd8,1,prod_3,17-10-2022,cust_2,app,complete,3,1.61,4.83
4922b8df-3e32-4922-9745-13a737ccecd8,2,prod_3,17-10-2022,cust_2,app,complete,5,1.18,5.9
4922b8df-3e32-4922-9745-13a737ccecd8,3,prod_1,17-10-2022,cust_2,app,complete,3,6.28,18.84
4922b8df-3e32-4922-9745-13a737ccecd8,4,prod_10,17-10-2022,cust_2,app,complete,3,3.43,10.29
4922b8df-3e32-4922-9745-13a737ccecd8,5,prod_10,17-10-2022,cust_2,app,complete,4,4.58,18.32
35d2cdb8-c4b5-47ce-b5bd-a5c58863828f,1,prod_8,24-08-2024,cust_13,website,process,4,9.99,39.96
35d2cdb8-c4b5-47ce-b5bd-a5c58863828f,2,prod_6,24-08-2024,cust_13,website,process,5,4.37,21.85
35d2cdb8-c4b5-47ce-b5bd-a5c58863828f,3,prod_8,24-08-2024,cust_13,website,process,3,2.84,8.52
35d2cdb8-c4b5-47ce-b5bd-a5c58863828f,4,prod_4,24-08-2024,cust_13,website,process,3,7.42,22.26
354ff89d-9eed-414c-af13-a4fb3e3d4c46,1,prod_4,07-09-2022,cust_14,website,complete,3,2.69,8.07
39fae739-c5cf-4cca-89b4-1511b76760aa,1,prod_5,27-07-2024,cust_1,app,process,1,8.23,8.23
39fae739-c5cf-4cca-89b4-1511b76760aa,2,prod_10,27-07-2024,cust_1,app,process,5,3.56,17.8
fecbad3f-4b0f-42b0-bf9e-0bed7b2a141f,1,prod_1,27-05-2022,cust_10,app,complete,3,1.31,3.93
9483f3cb-b967-4448-aeba-096efe1e76f7,1,prod_8,12-02-2024,cust_7,website,complete,1,3.37,3.37
9483f3cb-b967-4448-aeba-096efe1e76f7,2,prod_1,12-02-2024,cust_7,website,complete,1,8.97,8.97
9483f3cb-b967-4448-aeba-096efe1e76f7,3,prod_5,12-02-2024,cust_7,website,complete,2,6.65,13.3
9483f3cb-b967-4448-aeba-096efe1e76f7,4,prod_3,12-02-2024,cust_7,website,complete,5,2.18,10.9
9483f3cb-b967-4448-aeba-096efe1e76f7,5,prod_6,12-02-2024,cust_7,website,complete,3,8.02,24.06
dc4cae31-3d5f-4482-9518-6818005c7562,1,prod_4,25-08-2024,cust_7,app,process,2,6.38,12.76
a3759d29-c058-4096-ba55-b01b9cb25a3c,1,prod_2,28-02-2022,cust_7,app,complete,4,1.16,4.64
aa7abb64-7028-41f8-b901-293e885d07cb,1,prod_7,18-08-2023,cust_8,website,complete,3,9.96,29.88
aa7abb64-7028-41f8-b901-293e885d07cb,2,prod_7,18-08-2023,cust_8,website,complete,2,7.94,15.88
aa7abb64-7028-41f8-b901-293e885d07cb,3,prod_4,18-08-2023,cust_8,website,complete,4,6.11,24.44
f9d9845b-6c69-451c-95f3-2c583508042d,1,prod_3,04-06-2023,cust_6,website,complete,3,8.57,25.71
